filename,artist,title,style,genre,date
84095.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,En riddare red fram,Art Nouveau (Modern),illustration,1915.0
628.jpg,46200eee40e22039aef7a5944bb445c9,Draft for the space of ​​the Austrian State Printing House on show in London,Art Nouveau (Modern),design,1906
67541.jpg,46200eee40e22039aef7a5944bb445c9,"Am Steinhof Church, Design for the left side altar Our Lady of Mercy",Art Nouveau (Modern),design,1904
321.jpg,74a1dad53214d04514269a188f16683a,The truth,Art Nouveau (Modern),symbolic painting,1903
41650.jpg,39c465a1d078121873a31807ce9dc2ed,"Au Nouveau Cirque, Papa Chrysanthème ",Art Nouveau (Modern),,1894.0
62543.jpg,74a1dad53214d04514269a188f16683a,Swearing to the right,Art Nouveau (Modern),sketch and study,c.1912
68723.jpg,46200eee40e22039aef7a5944bb445c9,Profile of a girl. Preparatory work for a decorative stain in red and green.,Art Nouveau (Modern),portrait,1897
101111.jpg,46200eee40e22039aef7a5944bb445c9,"Holy Spirit Church in Düsseldorf, design for the right side wall",Art Nouveau (Modern),design,1907
52876.jpg,74a1dad53214d04514269a188f16683a,Swearing to the right,Art Nouveau (Modern),sketch and study,c.1912
62391.jpg,f44205b1eb2de981de766e0688f8cbac,"Costume study for a chancelor from ""The Magic Flute""",Art Nouveau (Modern),design,1927
87224.jpg,46200eee40e22039aef7a5944bb445c9,A modern Tantalus. Illustration for 'Meggendorfer leaves'.,Art Nouveau (Modern),illustration,c.1895
18894.jpg,062244b785e58518f2f189329633c59e,Cover for the collection of fairy tales,Art Nouveau (Modern),illustration,1903.0
34071.jpg,d8a3c897c506be7de91d8f892f14f934,Dorf Im Gewitter ,Art Nouveau (Modern),landscape,1895.0
49077.jpg,74a1dad53214d04514269a188f16683a,Pulling soldiers,Art Nouveau (Modern),sketch and study,1908
52552.jpg,46200eee40e22039aef7a5944bb445c9,The sketch of the round window art,Art Nouveau (Modern),sketch and study,1897
86741.jpg,d8a3c897c506be7de91d8f892f14f934,Women Conversing  ,Art Nouveau (Modern),genre painting,1895.0
91187.jpg,74a1dad53214d04514269a188f16683a,Swearing to the front,Art Nouveau (Modern),sketch and study,c.1912
48284.jpg,d8a3c897c506be7de91d8f892f14f934,Seated Nude ,Art Nouveau (Modern),nude painting (nu),1900.0
16871.jpg,9a85697fd693e11f87846ebc70c00227,Chruch in Cassone,Art Nouveau (Modern),cityscape,1913
30419.jpg,9a85697fd693e11f87846ebc70c00227,The Three Ages of Woman,Art Nouveau (Modern),symbolic painting,1905
101348.jpg,d8a3c897c506be7de91d8f892f14f934,Nude with disheveled hair  ,Art Nouveau (Modern),sketch and study,1910.0
5923.jpg,d8a3c897c506be7de91d8f892f14f934,Les Blanchisseuses ,Art Nouveau (Modern),illustration,1893.0
36821.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Portrait of Juliette Lacour (model),Art Nouveau (Modern),portrait,1886
66642.jpg,74a1dad53214d04514269a188f16683a,Unity,Art Nouveau (Modern),symbolic painting,1911
25512.jpg,74a1dad53214d04514269a188f16683a,Pulling soldiers,Art Nouveau (Modern),sketch and study,1908
66430.jpg,46200eee40e22039aef7a5944bb445c9,Flower pot and ceramic jug,Art Nouveau (Modern),still life,1912
35574.jpg,d8a3c897c506be7de91d8f892f14f934,Landscape of Belmont  ,Art Nouveau (Modern),landscape,1919.0
28415.jpg,46200eee40e22039aef7a5944bb445c9,Character study of Venus in the Grotto,Art Nouveau (Modern),sketch and study,c.1914
34390.jpg,46200eee40e22039aef7a5944bb445c9,Kolo Moser,Art Nouveau (Modern),self-portrait,1903
90211.jpg,d8a3c897c506be7de91d8f892f14f934,Seated Nude from Behind ,Art Nouveau (Modern),nude painting (nu),1905.0
68154.jpg,46200eee40e22039aef7a5944bb445c9,Drafts for metal relief,Art Nouveau (Modern),design,1904
42767.jpg,9ee8bdc8cacd9654c2f565c618af10ab,Salome,Art Nouveau (Modern),religious painting,1906
40689.jpg,9a85697fd693e11f87846ebc70c00227,Watersnakes,Art Nouveau (Modern),symbolic painting,1907
85746.jpg,45f4183820ce1fa775f8a27d3120aad6,Italian Hall Ostankino Palace,Art Nouveau (Modern),interior,1954
18691.jpg,b874a616affcb766bb0e7a4f2a0803f0,Vivienne Segal,Art Nouveau (Modern),portrait,
98120.jpg,062244b785e58518f2f189329633c59e,"Illustration for the poem ""The Tale of the Fisherman and the Fish"" by Alexander Pushkin",Art Nouveau (Modern),illustration,1908.0
68981.jpg,d8a3c897c506be7de91d8f892f14f934,Laundresses ,Art Nouveau (Modern),genre painting,1897.0
7058.jpg,46200eee40e22039aef7a5944bb445c9,Head strips,Art Nouveau (Modern),illustration,1896
40904.jpg,46200eee40e22039aef7a5944bb445c9,"Reproduction template for the middle part of the leaf love for Gerlach's allegories. New Series, Plate 30",Art Nouveau (Modern),illustration,c.1895
66848.jpg,d8a3c897c506be7de91d8f892f14f934,Spaniard ,Art Nouveau (Modern),portrait,1897.0
5274.jpg,46200eee40e22039aef7a5944bb445c9,Two dancers,Art Nouveau (Modern),genre painting,1902
65261.jpg,baa3e6fec49e7eba24e23a8685c22955,Brita and me,Art Nouveau (Modern),self-portrait,1895
99676.jpg,d8a3c897c506be7de91d8f892f14f934,Dans Le Tramway,Art Nouveau (Modern),genre painting,1890.0
102744.jpg,46200eee40e22039aef7a5944bb445c9,Drafts for metal relief,Art Nouveau (Modern),design,1904
41088.jpg,74a1dad53214d04514269a188f16683a,Forest with a mountain stream,Art Nouveau (Modern),landscape,1902
5961.jpg,46200eee40e22039aef7a5944bb445c9,Early spring. Illustration to a poem by Rainer Maria Rilke.,Art Nouveau (Modern),illustration,1901
32529.jpg,d8a3c897c506be7de91d8f892f14f934,Arguments Frappants,Art Nouveau (Modern),illustration,1898.0
86239.jpg,9a85697fd693e11f87846ebc70c00227,Amalie Zuckerkandl,Art Nouveau (Modern),portrait,1918
20120.jpg,9a85697fd693e11f87846ebc70c00227,Water Castle,Art Nouveau (Modern),landscape,1908
94499.jpg,9a85697fd693e11f87846ebc70c00227,Schloss Kammer on the Attersee IV,Art Nouveau (Modern),landscape,1910
