filename,artist,title,style,genre,date
39644.jpg,5d6136636d3015e201f6096d67c89860,View of Bad Gastein,Romanticism,landscape,1888
101078.jpg,74a1dad53214d04514269a188f16683a,At the Jonction,Romanticism,landscape,c.1880
46316.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Encampment of the Piekann Indians, plate 43 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,genre painting,1844
44054.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Noapeh, an Assiniboin Indian and Psihdja-Sahpa, a Yanktonan Indian, plate 12 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,portrait,1844
79781.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Pehriska-Ruhpa, Minatarre Warrior in the Costume of the Dog Dance, plate 23 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,genre painting,1844
82310.jpg,e60882af79cababb03ddfa980a75448c,The Duke of Wellington,Romanticism,portrait,1814
39533.jpg,1e0aa40ee8d2974b22344dd8f1bc6c0e,Reading the Will ,Romanticism,genre painting,1821
25503.jpg,b223caa3b80154b3741fff3af42566c9,Louis Antoine de Saint Just,Romanticism,portrait,1793
89279.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Chief of the Blood Indians, War Chief of the Piekann Indians and a Koutani Indian, plate 46 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,portrait,1844
25251.jpg,d2a12d1486da7fdfeb74b488075cf1f6,The Subsiding of the Waters of the Deluge,Romanticism,landscape,1829
35557.jpg,5d6136636d3015e201f6096d67c89860,The St. Stephen's Cathedral in Vienna,Romanticism,cityscape,1847
1049.jpg,8e9d1d01c1a6615a3b71ce6b963a5b1b,Purrumbete from across the lake ,Romanticism,landscape,1858.0
47312.jpg,5d6136636d3015e201f6096d67c89860,The main square in Bratislava,Romanticism,cityscape,1843
32252.jpg,5d6136636d3015e201f6096d67c89860,View of Ragusa,Romanticism,landscape,1841
81776.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Woman of the Snake tribe and woman of the Cree tribe, plate 33  from Volume 1 of 'Travels in the Interior of North America'",Romanticism,portrait,1832
25480.jpg,5d6136636d3015e201f6096d67c89860,Interior in Palace Windischgratz in the race in Vienna,Romanticism,interior,1848
56338.jpg,5d6136636d3015e201f6096d67c89860,The iron foundry in Kitschelt Skodagasse in Vienna,Romanticism,cityscape,1903
85839.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"A Mandan village, plate 16 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,landscape,1843
30031.jpg,5d6136636d3015e201f6096d67c89860,Count Casimir Batthyány in his saloon at Castle Siklós,Romanticism,genre painting,1844
28530.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Funeral Scaffold of a Sioux Chief near Fort Pierre, plate 11 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,genre painting,1844
47838.jpg,5d6136636d3015e201f6096d67c89860,View of Klosterneuburg,Romanticism,cityscape,1890
38694.jpg,5d6136636d3015e201f6096d67c89860,The courtyard of the Doge's Palace in Venice,Romanticism,cityscape,1867
23382.jpg,9090afd20e389e70297c717bb5c8d906,A portrait of a young girl ,Romanticism,portrait,1889.0
186.jpg,5d6136636d3015e201f6096d67c89860,Lake Traun,Romanticism,landscape,1840
40401.jpg,facb8013e0ad77b41ecbdf661f440c03,Study of a Dapple Grey,Romanticism,animal painting,1824
50103.jpg,5d6136636d3015e201f6096d67c89860,The Town Hall in Mödling,Romanticism,cityscape,1842
28188.jpg,5d6136636d3015e201f6096d67c89860,The Basilica of Santa Maria Maggiore in Rome,Romanticism,cityscape,1837
4771.jpg,358474690052f63f9107c823b7a61686,Portrait of Alexander Chelishchev,Romanticism,portrait,c.1809
31199.jpg,5d6136636d3015e201f6096d67c89860,Motif from Goisern,Romanticism,genre painting,1903
50355.jpg,5d6136636d3015e201f6096d67c89860,View of Passau,Romanticism,panorama,1864
27639.jpg,1c5808517b3b9560b277eaae7adfabfc,Portrait of K.G.Ravich,Romanticism,portrait,1823
49766.jpg,77c3909abd4fd46acc935544227f1e0f,A corroboree of natives in Mills Plains ,Romanticism,genre painting,1832.0
72619.jpg,da9ab2081b197129eeb91477d239be00,Columbus ,Neo-Romanticism,illustration,1893.0
78023.jpg,5d6136636d3015e201f6096d67c89860,The parish church in Ofen,Romanticism,cityscape,c.1845
36027.jpg,0aa40001869bf1e86a1bdae741f79220,Elegant at Billiards,Romanticism,genre painting,1906
13273.jpg,1c3585c12e0917cda33d523cf5f23b10,Danse de fiançailles detail,Romanticism,design,1885.0
84515.jpg,5d6136636d3015e201f6096d67c89860,View of Böckstein and the entrance to Anlauftal,Romanticism,landscape,1875
27205.jpg,5d6136636d3015e201f6096d67c89860,The Imperial Palace Livadia in the Crimea,Romanticism,landscape,1863
70005.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Mato-Tope, Adorned with the Insignia of his Warlike Deeds, plate 14 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,portrait,1843
7224.jpg,9b3a35b3cdf587fe1ec4c374f145df0e,Via Appia at Sunset ,Romanticism,landscape,1845
64419.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"The Travellers Meeting with Minatarre Indians near Fort Clark, plate 26 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,genre painting,1843
9158.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Abdih- Hiddisch. A Minatarre Chief, plate 24 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,portrait,1834
82140.jpg,d09f796f2b0aa11dffc88badd9806119,The Black Sea,Romanticism,marina,
50272.jpg,5d6136636d3015e201f6096d67c89860,Galician gypsies,Romanticism,genre painting,1839
13889.jpg,acd9b34941d5485b6ffcf6836e07149f,Self portrait at the age of 35 ,Romanticism,self-portrait,1828
2918.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"A Blackfoot Indian on Horseback, plate 19 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,genre painting,1843
28187.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"A Skin Lodge of an Assiniboin Chief, plate 16 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,genre painting,1843
74753.jpg,f2e0bf35d07f3e838e2ff40956032ed3,Winter village of the Minatarres,Romanticism,landscape,1843
1658.jpg,5f766392b0bb21a9a771c4675efccd5f,Alyonushka,Romanticism,literary painting,1881.0
55154.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Horse Racing of Sioux Indians near Fort Pierre, plate 30 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,genre painting,1843
44166.jpg,74a1dad53214d04514269a188f16683a,Charlet in Hilterfingen,Romanticism,landscape,1871
10590.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Self-portrait as a young man,Romanticism,self-portrait,1800
67530.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Tombs of Assiniboin Indians on Trees, plate 30 from volume 1 of `Travels in the Interior of North America'",Romanticism,landscape,1832
23375.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Ischohä Kakoschochatä Dance of the Mandan Indians, plate 25 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,genre painting,1843
39893.jpg,5d6136636d3015e201f6096d67c89860,The tomb of Emperor Frederick III in the Stephansdom in Vienna,Romanticism,cityscape,1895
74871.jpg,d09f796f2b0aa11dffc88badd9806119,American Shipping off the Rock of Gibraltar,Romanticism,marina,1873
90330.jpg,1ae80fd3af969741be58cae9964af887,Stormy sea with ship wreck,Romanticism,marina,1857.0
63088.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Dog Sledges of the Mandan Indians, plate 28 from Volume 2 of 'Travels in the Interior of North America' ",Romanticism,genre painting,
70111.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Idols of the Mandan Indians, plate 25 from volume 2 of `Travels in the Interior of North America'",Romanticism,landscape,1844
82629.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Offering of the Mandan Indians, plate 14 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,landscape,1843
50266.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Crow Indians, plate 13 from volume 1 of `Travels in the Interior of North America'",Romanticism,genre painting,1843
84112.jpg,1c3585c12e0917cda33d523cf5f23b10,Danse de fiançailles detail,Romanticism,design,1885.0
16621.jpg,5d6136636d3015e201f6096d67c89860,Mortuary in a palace,Romanticism,interior,c.1850
100300.jpg,925aa369b0793b82b0c79df590b98832,The Opening of Waterloo Bridge seen from Whitehall Stairs,Romanticism,history painting,c.1832
47410.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Washinga Saba's grave on Blackbirds hill, plate 12 from Volume 2 of 'Travels in the Interior of North America'",Romanticism,landscape,1843
46637.jpg,5d6136636d3015e201f6096d67c89860,Castellammare on the Gulf of Naples,Romanticism,landscape,1835
72004.jpg,66fd66181fdd824a28b156376c9a3674,Kateryna,Romanticism,literary painting,1842.0
4519.jpg,7d5b99e13b8608872e3f20d1c4a4f1d9,Home from the Sea,Romanticism,genre painting,1862
59656.jpg,b0a8029c99e6a75f2ff557b94e981de0,Saint Cecilia,Romanticism,religious painting,1895
8320.jpg,acd9b34941d5485b6ffcf6836e07149f,Traunsee with Orth-castle,Romanticism,landscape,c.1830
62893.jpg,3a320926ef941d53716127548523450c,"The ""Fighting Temeraire"" Tugged to her Last Berth to be Broken up",Romanticism,marina,c.1839
31790.jpg,3a320926ef941d53716127548523450c,"Rain Steam and Speed, The Great Western Railway",Romanticism,landscape,
77838.jpg,5d6136636d3015e201f6096d67c89860,The Castle of San Lorenzo in Ragusa,Romanticism,landscape,1840
30259.jpg,3cc9a44380296d93e68b71a27643c25f,Paul Alexis Reading at Zola's House,Romanticism,portrait,1870
64191.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Winter landscape,Romanticism,landscape,c.1811
7432.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Mexkemahuastan, Chief of the Gros-Ventres of the Prairies, plate 20 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,portrait,1843
95763.jpg,1b364d98237678788dceab6d21ca5d7f,Destruction of the Temple of Jerusalem ,Romanticism,religious painting,1867
54454.jpg,760e4eabd639621a3f81dabd57261139,The Merciful Knight,Romanticism,religious painting,1863
87071.jpg,358474690052f63f9107c823b7a61686,E. Komarovsky,Romanticism,portrait,1823
4742.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Pachtuwa-Chta, an Arrikkara Warrior, plate 27 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,portrait,1843
10331.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Ptihn-Tak-Ochata, Dance of the Mandan Women, plate 28 from Volume 1 of 'Travels in the Interior of North America'",Romanticism,genre painting,1843
33192.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,"Study of heads, figures, and foliage",Romanticism,sketch and study,
98496.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,A Silent Greeting,Romanticism,genre painting,1889
14968.jpg,acd9b34941d5485b6ffcf6836e07149f,Wienerwald landscape with Wildegg castle,Romanticism,landscape,1855
94284.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Hesiod and the Muse,Romanticism,mythological painting,
14673.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Frederic Chopin ,Romanticism,portrait,1838
72449.jpg,1e0aa40ee8d2974b22344dd8f1bc6c0e, Self-Portrait,Romanticism,self-portrait,
56587.jpg,16548363e96f1c64ca498fd00352df9a,Elizabeth Siddal Seated at an Easel,Romanticism,sketch and study,1852
26233.jpg,f2e0bf35d07f3e838e2ff40956032ed3,"Punka Indians Encamped on the Banks of the Missouri, plate 11 from volume 1 of `Travels in the Interior of North America'",Romanticism,landscape,1843
92952.jpg,e60882af79cababb03ddfa980a75448c,The sleep of reason produces monsters,Romanticism,capriccio,1799
1431.jpg,3cc9a44380296d93e68b71a27643c25f,The Murder,Romanticism,genre painting,c.1868
5199.jpg,0d138ffcc570102982abc5b16d398107,Portrait of Dante Gabriel Rossetti ,Romanticism,portrait,1853
81256.jpg,3cc9a44380296d93e68b71a27643c25f,Rock in the Forest of Fontainbleau,Romanticism,landscape,1868
13613.jpg,3cbb44e1535a883c98f70588daf6163f,La Descente de croix ,Romanticism,religious painting,1855.0
72536.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,Silver Favourites,Romanticism,genre painting,1903
83413.jpg,3cc9a44380296d93e68b71a27643c25f,Bathers,Romanticism,genre painting,1870
56518.jpg,5d6136636d3015e201f6096d67c89860,The landing site in Stein an der Donau,Romanticism,cityscape,1844
60553.jpg,d41c502f1b4faa29dcc0214c4e3dc33d,Portrait équestre de François Adolphe Akermann,Romanticism,portrait,1870
61899.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Trees in the snow,Romanticism,landscape,1828
13119.jpg,a605a99aaac53ee97fb05dd6bbac6c28,John Allen,Romanticism,portrait,
58660.jpg,a605a99aaac53ee97fb05dd6bbac6c28,"William Lamb, 2nd Viscount Melbourne",Romanticism,portrait,
513.jpg,925aa369b0793b82b0c79df590b98832,View of Salisbury Cathedral from the Bishop's Grounds,Romanticism,landscape,c.1823
35626.jpg,3cc9a44380296d93e68b71a27643c25f,Portrait of Anthony Valabregue,Romanticism,portrait,c.1870
85507.jpg,da9ab2081b197129eeb91477d239be00,"Europe, Asia, Africa  ",Neo-Romanticism,allegorical painting,1870.0
23179.jpg,3a320926ef941d53716127548523450c,The Burning of the Houses of Parliament,Romanticism,cityscape,1835
24340.jpg,1b364d98237678788dceab6d21ca5d7f,Bathing nymphs,Romanticism,mythological painting,1831
36633.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Comedy scene (scene from Molière),Romanticism,genre painting,
3486.jpg,3cc9a44380296d93e68b71a27643c25f,The Abduction,Romanticism,mythological painting,1867
41031.jpg,0d138ffcc570102982abc5b16d398107,Portrait of John Everett Millais,Romanticism,portrait,1853
22152.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Riesengebirge,Romanticism,landscape,
97396.jpg,f2e0bf35d07f3e838e2ff40956032ed3,View of the Godesburg and the Seven Mountains,Romanticism,landscape,c.1836
22774.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,The Sea of Ice,Romanticism,landscape,1824
97952.jpg,aefb0cff142e18c62467d35f2bc0eb4f,Choosing,Romanticism,portrait,
7783.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Hoest,Neo-Romanticism,genre painting,
78308.jpg,a605a99aaac53ee97fb05dd6bbac6c28,"Elizabeth Vassall Fox, Lady Holland Henry Richard Vassall Fox, 3rd Baron Holland Mrs Brown",Romanticism,sketch and study,
98820.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Painter dividing into sheets a paperboard of drawing,Romanticism,genre painting,
30734.jpg,3a320926ef941d53716127548523450c,The big connection channel at Southall Mill,Romanticism,genre painting,1810
50999.jpg,3cc9a44380296d93e68b71a27643c25f,The Black Marble Clock ,Romanticism,still life,c.1870
46078.jpg,1c3585c12e0917cda33d523cf5f23b10,Danse de fiançailles,Romanticism,design,1885.0
13761.jpg,012bd50d44685a367716570e252c7556,John Playfair,Romanticism,portrait,c.1811
22770.jpg,16548363e96f1c64ca498fd00352df9a,Annie Miller,Romanticism,sketch and study,1877
58700.jpg,925aa369b0793b82b0c79df590b98832,Cenotaph to the Memory of Sir Joshua Reynolds,Romanticism,landscape,
57427.jpg,3cc9a44380296d93e68b71a27643c25f,The Judgement of Paris,Romanticism,mythological painting,1864
101496.jpg,3a320926ef941d53716127548523450c,"Bonneville, Savoy with Mont Blanc",Romanticism,landscape,1803
51988.jpg,a605a99aaac53ee97fb05dd6bbac6c28,Deer and Deer Hounds in a Mountain Torrent,Romanticism,wildlife painting,1832
76890.jpg,012bd50d44685a367716570e252c7556,Francis Horner,Romanticism,portrait,
64162.jpg,acd9b34941d5485b6ffcf6836e07149f,View to Mödling,Romanticism,landscape,1848
16319.jpg,6d54534f4cc58feae87c19adea897423,A Rest by the Roadside,Romanticism,genre painting,
63892.jpg,51b72626792ce4fabab05000bac62e7d,Souvenir of Achéres,Romanticism,landscape,1903
54855.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Funeral scene at the beach,Romanticism,genre painting,
54838.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,A Chestnut Racehorse,Romanticism,animal painting,
86255.jpg,760e4eabd639621a3f81dabd57261139,The Wheel of Fortune,Romanticism,allegorical painting,1883
54385.jpg,16548363e96f1c64ca498fd00352df9a,Veronica Veronese,Romanticism,portrait,1872
32737.jpg,b116ecc6b7f7ac0611410344b2f13b9f,"Blackman Street, London",Romanticism,cityscape,1885
5458.jpg,facb8013e0ad77b41ecbdf661f440c03,The Epsom Derby,Romanticism,animal painting,1821
99707.jpg,1b364d98237678788dceab6d21ca5d7f,Back view of a bather,Romanticism,nude painting (nu),1859
55896.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Chalk Cliffs on Rügen,Romanticism,landscape,c.1817
71862.jpg,7d5b99e13b8608872e3f20d1c4a4f1d9,Self-portrait,Romanticism,self-portrait,1851
47235.jpg,da9ab2081b197129eeb91477d239be00,Often she would stand upon the walls of Troy,Neo-Romanticism,illustration,
51550.jpg,da9ab2081b197129eeb91477d239be00,In the earlist times a simple foot-race was the only event,Neo-Romanticism,illustration,
67116.jpg,da9ab2081b197129eeb91477d239be00,He ran toward the horse and seized the bridle,Neo-Romanticism,illustration,
21957.jpg,e60882af79cababb03ddfa980a75448c,The Third of May 1808 (Execution of the Defenders of Madrid) ,Romanticism,history painting,1814
39534.jpg,012bd50d44685a367716570e252c7556,John Home,Romanticism,portrait,
47949.jpg,5d6136636d3015e201f6096d67c89860,Torquato Tassos Vaterhaus in Sorrent bei Neapel,Romanticism,marina,1836
60737.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,The stages of life,Romanticism,allegorical painting,1835
98443.jpg,1e0aa40ee8d2974b22344dd8f1bc6c0e,Portrait of King William IV (1765-1837) ,Romanticism,portrait,1837
87423.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Advice to a Young Artist,Romanticism,genre painting,1860
32386.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,The Watzmann,Romanticism,landscape,1825
95437.jpg,012bd50d44685a367716570e252c7556,Hugh William Williams,Romanticism,portrait,
21624.jpg,012bd50d44685a367716570e252c7556,Henry Mackenzie,Romanticism,portrait,
17484.jpg,16548363e96f1c64ca498fd00352df9a,Venus Verticordia,Romanticism,mythological painting,1868
94649.jpg,e60882af79cababb03ddfa980a75448c,"Still life, plucked turkey and pan with fish",Romanticism,still life,1812
60683.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Lighthouses in the storm,Neo-Romanticism,landscape,1891.0
19876.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Oak tree in the snow,Romanticism,landscape,c.1828
31761.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Neubrandenburg,Romanticism,landscape,c.1817
84293.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Krigen Mellom Froskene Og Musene 14,Neo-Romanticism,illustration,1885.0
2444.jpg,51b72626792ce4fabab05000bac62e7d,Lion Snapping at a Butterfly,Romanticism,animal painting,1889
68612.jpg,5a6cecdea04a1e811b6c5ce9257673f8,As You Like It,Romanticism,symbolic painting,c.1880
100142.jpg,1c5808517b3b9560b277eaae7adfabfc,Kiseleva,Romanticism,portrait,
63725.jpg,3a320926ef941d53716127548523450c,"Raby Castle, Residence of the Earl of Darlington",Romanticism,landscape,1818
93348.jpg,1e0aa40ee8d2974b22344dd8f1bc6c0e,"Unknown man, formerly known as James Northcote",Romanticism,portrait,
51307.jpg,5d6136636d3015e201f6096d67c89860,Hoher Dachstein from Lower Gosau,Romanticism,landscape,1838
31783.jpg,6d54534f4cc58feae87c19adea897423,Scene in the Isle of Wight,Romanticism,genre painting,1823.0
92680.jpg,0aa40001869bf1e86a1bdae741f79220,Reverie,Romanticism,portrait,c.1878
82235.jpg,059d590e174c545474f0fedcc126ce4c,"The Kapellbrücke, Lucerne ",Romanticism,cityscape,1861.0
63276.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,A View of a Town along the Rhine,Romanticism,cityscape,1841
38302.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Coast Scene,Romanticism,landscape,
42934.jpg,3a320926ef941d53716127548523450c,The Lake Geneva seen from Montreux ,Romanticism,landscape,1810
60902.jpg,b223caa3b80154b3741fff3af42566c9,Psyche transported to Heaven,Romanticism,mythological painting,
86412.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Julegilde Hos En Velstaande Paddefamilie,Neo-Romanticism,illustration,
76616.jpg,925aa369b0793b82b0c79df590b98832,Flowers in a glass vase,Romanticism,flower painting,c.1814
9745.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Ja Ja Du Faar Leva Da,Neo-Romanticism,mythological painting,
58963.jpg,f14a3a6cc3112c9e92bc6c33c88eb264,God Speed!,Romanticism,portrait,1893
41174.jpg,5d6136636d3015e201f6096d67c89860,The Town Hall in Mödling,Romanticism,cityscape,1842
101092.jpg,1ae80fd3af969741be58cae9964af887,Nocturnal voyage,Romanticism,marina,
57010.jpg,3cc9a44380296d93e68b71a27643c25f,Preparation for the Funeral,Romanticism,genre painting,1869
88681.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Peer Gynt 01,Neo-Romanticism,illustration,1890.0
80249.jpg,1c5808517b3b9560b277eaae7adfabfc,Portrait of General AI Gorchakov,Romanticism,portrait,
62790.jpg,0aa40001869bf1e86a1bdae741f79220,Young woman with the red umbrella by the sea,Romanticism,genre painting,c.1885
77347.jpg,b0a8029c99e6a75f2ff557b94e981de0,Maidens picking Flowers by a Stream,Romanticism,genre painting,c.1911
61378.jpg,5d6136636d3015e201f6096d67c89860,View of Ischl,Romanticism,landscape,1830
67291.jpg,0d138ffcc570102982abc5b16d398107,Cornfield at Ewell,Romanticism,landscape,1849
8060.jpg,760e4eabd639621a3f81dabd57261139,The Soul Attains,Romanticism,mythological painting,
56120.jpg,e30d5f45c6dc5527ed6a99dda601fc21,Orchid and Hummingbird,Romanticism,animal painting,1880.0
17401.jpg,760e4eabd639621a3f81dabd57261139,The Hand Refrains,Romanticism,mythological painting,
63168.jpg,caf6b5d6cc448a3e4e95fe4b245c5c26,Cover of The Boy's King Arthur,Romanticism,illustration,1922
1309.jpg,5d6136636d3015e201f6096d67c89860,The St. Nicholas Church in Gastein,Romanticism,cityscape,1897
38023.jpg,5fc2ffdd3d24ab503edd9a271dc379bd,La Zingara,Romanticism,portrait,c.1870
18717.jpg,0aa40001869bf1e86a1bdae741f79220,The widow,Romanticism,portrait,
16082.jpg,1b364d98237678788dceab6d21ca5d7f,Family portrait,Romanticism,portrait,1807
44.jpg,183ead1b4ef41afcb47cd4fcb9f5a1df,Ships at sea,Romanticism,marina,1867
30812.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Sea beach with fisherman (The fisherman),Romanticism,landscape,1807
98043.jpg,a605a99aaac53ee97fb05dd6bbac6c28,"General Phipps, Mrs.Norton and 2nd Baron Alvanley at the theatre",Romanticism,sketch and study,
72887.jpg,059d590e174c545474f0fedcc126ce4c,"Rochers de Lanfon, Lake Annecy ",Romanticism,landscape,1863.0
27300.jpg,1b364d98237678788dceab6d21ca5d7f,The last kiss of Romeo and Juliet,Romanticism,literary painting,1823
42276.jpg,059d590e174c545474f0fedcc126ce4c,Kingfisher,Romanticism,sketch and study,1871.0
14898.jpg,5d6136636d3015e201f6096d67c89860,The Cathedral of Capri,Romanticism,cityscape,1835
52061.jpg,e60882af79cababb03ddfa980a75448c,Stiffened,Romanticism,capriccio,c.1790
18648.jpg,1b364d98237678788dceab6d21ca5d7f,Venetian women,Romanticism,genre painting,1853
32176.jpg,e60882af79cababb03ddfa980a75448c,Absurdity funeral,Romanticism,capriccio,1823
19820.jpg,aefb0cff142e18c62467d35f2bc0eb4f,Dame (Alice) Ellen Terry,Romanticism,portrait,1864
53888.jpg,1b364d98237678788dceab6d21ca5d7f,Ruth,Romanticism,religious painting,1835
1085.jpg,b6796f9016a2f72aa60dac68358cc204,At Alban Hills,Romanticism,landscape,1851
42589.jpg,5d6136636d3015e201f6096d67c89860,Trautson Palace in Vienna,Romanticism,cityscape,1845
4498.jpg,5d6136636d3015e201f6096d67c89860,The large market in Vienna,Romanticism,cityscape,1845
21031.jpg,5d6136636d3015e201f6096d67c89860,The Capitol in Rome,Romanticism,cityscape,1835
63458.jpg,83e9823eb4868ca162fd3b7adff70096,Sermon on the Mount,Romanticism,religious painting,
76917.jpg,059d590e174c545474f0fedcc126ce4c,Study of Gneiss Rock Glenfinlass ,Romanticism,landscape,1853.0
14361.jpg,1b364d98237678788dceab6d21ca5d7f,Melancholic Thoughts,Romanticism,portrait,1842
79160.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Medea,Romanticism,mythological painting,1838
46901.jpg,059d590e174c545474f0fedcc126ce4c,North West Angle of the façade St Mark  ,Romanticism,sketch and study,1851.0
51181.jpg,1ae80fd3af969741be58cae9964af887,Fjord landscape in Norway,Romanticism,landscape,1860.0
82566.jpg,16548363e96f1c64ca498fd00352df9a,The Daydream,Romanticism,sketch and study,1878
64982.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Hills and Ploughed Fields near Dresden,Romanticism,landscape,
80791.jpg,1b364d98237678788dceab6d21ca5d7f,Portrait of Pompeo Marchesi,Romanticism,portrait,1830
3592.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Morning in Riesengebirge,Romanticism,landscape,
94964.jpg,5a6cecdea04a1e811b6c5ce9257673f8,Oriental scene,Romanticism,genre painting,1876
60001.jpg,3a320926ef941d53716127548523450c,"A bed, drapery study",Romanticism,interior,
